Division_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Dhaka,Faridpur,2000,Kharif     ,Ragi,315,71
Dhaka,Faridpur,2000,Kharif     ,Rice,143445,139175
Dhaka,Faridpur,2000,Kharif     ,Sesamum,191,25
Dhaka,Faridpur,2000,Kharif     ,Small millets,366,13
Dhaka,Faridpur,2000,Kharif     ,Sunflower,22,8
Dhaka,Faridpur,2000,Kharif     ,Urad,681,196
Dhaka,Faridpur,2000,Rabi       ,Gram,2793,1980
Dhaka,Faridpur,2000,Rabi       ,Khesari,20545,10686
Dhaka,Faridpur,2000,Rabi       ,Linseed,3339,891
Dhaka,Faridpur,2000,Rabi       ,Masoor,333,123
Dhaka,Faridpur,2000,Rabi       ,Moong(Green Gram),146,23
Dhaka,Faridpur,2000,Rabi       ,Other  Rabi pulses,114,43
Dhaka,Faridpur,2000,Rabi       ,Peas & beans (Pulses),512,200
Dhaka,Faridpur,2000,Rabi       ,Rapeseed &Mustard,243,84
Dhaka,Faridpur,2000,Rabi       ,Safflower,2,1
Dhaka,Faridpur,2000,Rabi       ,Urad,452,113
Dhaka,Faridpur,2000,Rabi       ,Wheat,1752,1554
Dhaka,Faridpur,2000,Whole Year ,Banana,4,220
Dhaka,Faridpur,2000,Whole Year ,Coriander,141,52
Dhaka,Faridpur,2000,Whole Year ,Dry chillies,292,92
Dhaka,Faridpur,2000,Whole Year ,Garlic,1,3
Dhaka,Faridpur,2000,Whole Year ,Onion,148,1132
Dhaka,Faridpur,2000,Whole Year ,Potato,15,146
Dhaka,Faridpur,2000,Whole Year ,Sannhamp,15,4
Dhaka,Faridpur,2000,Whole Year ,Sugarcane,1,3
Dhaka,Faridpur,2000,Whole Year ,Sweet potato,53,264
Dhaka,Faridpur,2000,Whole Year ,Turmeric,2,3
Dhaka,Faridpur,2001,Kharif     ,Arhar/Tur,422,115
Dhaka,Faridpur,2001,Kharif     ,Groundnut,12,12
Dhaka,Faridpur,2001,Kharif     ,Horse-gram,364,132
Dhaka,Faridpur,2001,Kharif     ,Jowar,80,75
Dhaka,Faridpur,2001,Kharif     ,Maize,125,82
Dhaka,Faridpur,2001,Kharif     ,Mesta,58,157
Dhaka,Faridpur,2001,Kharif     ,Moong(Green Gram),74,17
Dhaka,Faridpur,2001,Kharif     ,Niger seed,3,1
Dhaka,Faridpur,2001,Kharif     ,Other Kharif pulses,190,79
Dhaka,Faridpur,2001,Kharif     ,Ragi,312,111
Dhaka,Faridpur,2001,Kharif     ,Rice,142588,213867
Dhaka,Faridpur,2001,Kharif     ,Sesamum,245,62
Dhaka,Faridpur,2001,Kharif     ,Small millets,374,57
Dhaka,Faridpur,2001,Kharif     ,Soyabean,6,6
Dhaka,Faridpur,2001,Kharif     ,Sunflower,155,67
Dhaka,Faridpur,2001,Kharif     ,Urad,653,274
Dhaka,Faridpur,2001,Rabi       ,Gram,5248,4643
Dhaka,Faridpur,2001,Rabi       ,Khesari,19385,11030
Dhaka,Faridpur,2001,Rabi       ,Linseed,5280,1481
Dhaka,Faridpur,2001,Rabi       ,Masoor,1167,456
Dhaka,Faridpur,2001,Rabi       ,Moong(Green Gram),176,41
Dhaka,Faridpur,2001,Rabi       ,Other  Rabi pulses,89,49
Dhaka,Faridpur,2001,Rabi       ,Peas & beans (Pulses),1705,666
Dhaka,Faridpur,2001,Rabi       ,Rapeseed &Mustard,1440,554
Dhaka,Faridpur,2001,Rabi       ,Safflower,15,4
Dhaka,Faridpur,2001,Rabi       ,Urad,312,86
Dhaka,Faridpur,2001,Rabi       ,Wheat,3650,3700
Dhaka,Faridpur,2001,Whole Year ,Banana,7,383
Dhaka,Faridpur,2001,Whole Year ,Coriander,147,61
Dhaka,Faridpur,2001,Whole Year ,Dry chillies,322,209
Dhaka,Faridpur,2001,Whole Year ,Dry ginger,4,4
Dhaka,Faridpur,2001,Whole Year ,Onion,169,1463
Dhaka,Faridpur,2001,Whole Year ,Potato,12,100
Dhaka,Faridpur,2001,Whole Year ,Sannhamp,8,3
Dhaka,Faridpur,2001,Whole Year ,Sweet potato,56,288
Dhaka,Faridpur,2001,Whole Year ,Turmeric,3,6
Dhaka,Faridpur,2002,Kharif     ,Arhar/Tur,603,164
Dhaka,Faridpur,2002,Kharif     ,Groundnut,11,8
Dhaka,Faridpur,2002,Kharif     ,Horse-gram,358,91
Dhaka,Faridpur,2002,Kharif     ,Jowar,71,59
Dhaka,Faridpur,2002,Kharif     ,Maize,156,157
Dhaka,Faridpur,2002,Kharif     ,Mesta,57,118
Dhaka,Faridpur,2002,Kharif     ,Moong(Green Gram),46,9
Dhaka,Faridpur,2002,Kharif     ,Niger seed,3,
Dhaka,Faridpur,2002,Kharif     ,Other Kharif pulses,190,76
Dhaka,Faridpur,2002,Kharif     ,Ragi,290,58
Dhaka,Faridpur,2002,Kharif     ,Rice,139084,164690
Dhaka,Faridpur,2002,Kharif     ,Sesamum,283,74
Dhaka,Faridpur,2002,Kharif     ,Small millets,168,11
Dhaka,Faridpur,2002,Kharif     ,Soyabean,6,4
Dhaka,Faridpur,2002,Kharif     ,Sunflower,121,44
Dhaka,Faridpur,2002,Kharif     ,Urad,626,169
Dhaka,Faridpur,2002,Rabi       ,Gram,7690,6021
Dhaka,Faridpur,2002,Rabi       ,Horse-gram,4,1
Dhaka,Faridpur,2002,Rabi       ,Khesari,21616,13119
Dhaka,Faridpur,2002,Rabi       ,Linseed,3820,1161
Dhaka,Faridpur,2002,Rabi       ,Masoor,621,242
Dhaka,Faridpur,2002,Rabi       ,Moong(Green Gram),268,62
Dhaka,Faridpur,2002,Rabi       ,Other  Rabi pulses,104,42
Dhaka,Faridpur,2002,Rabi       ,Peas & beans (Pulses),1448,565
Dhaka,Faridpur,2002,Rabi       ,Rapeseed &Mustard,1283,423
Dhaka,Faridpur,2002,Rabi       ,Safflower,104,22
Dhaka,Faridpur,2002,Rabi       ,Urad,411,113
Dhaka,Faridpur,2002,Rabi       ,Wheat,3419,4097
Dhaka,Faridpur,2002,Whole Year ,Banana,13,711
Dhaka,Faridpur,2002,Whole Year ,Coriander,184,62
Dhaka,Faridpur,2002,Whole Year ,Dry chillies,200,209
Dhaka,Faridpur,2002,Whole Year ,Dry ginger,5,6
Dhaka,Faridpur,2002,Whole Year ,Garlic,1,3
Dhaka,Faridpur,2002,Whole Year ,Onion,83,648
Dhaka,Faridpur,2002,Whole Year ,Potato,18,154
Dhaka,Faridpur,2002,Whole Year ,Sannhamp,6,2
Dhaka,Faridpur,2002,Whole Year ,Sugarcane,1,4
Dhaka,Faridpur,2002,Whole Year ,Sweet potato,45,200
Dhaka,Faridpur,2002,Whole Year ,Turmeric,2,3
Dhaka,Faridpur,2003,Kharif     ,Arhar/Tur,476,192
Dhaka,Faridpur,2003,Kharif     ,Groundnut,8,7
Dhaka,Faridpur,2003,Kharif     ,Horse-gram,340,115
Dhaka,Faridpur,2003,Kharif     ,Jowar,71,80
Dhaka,Faridpur,2003,Kharif     ,Maize,256,320
Dhaka,Faridpur,2003,Kharif     ,Mesta,56,140
Dhaka,Faridpur,2003,Kharif     ,Moong(Green Gram),60,14
Dhaka,Faridpur,2003,Kharif     ,Niger seed,3,1
Dhaka,Faridpur,2003,Kharif     ,Other Kharif pulses,164,63
Dhaka,Faridpur,2003,Kharif     ,Ragi,304,108
Dhaka,Faridpur,2003,Kharif     ,Rice,141585,217544
Dhaka,Faridpur,2003,Kharif     ,Sesamum,526,165
Dhaka,Faridpur,2003,Kharif     ,Small millets,156,29
Dhaka,Faridpur,2003,Kharif     ,Soyabean,30,36
Dhaka,Faridpur,2003,Kharif     ,Sunflower,204,89
Dhaka,Faridpur,2003,Kharif     ,Urad,675,253
Dhaka,Faridpur,2003,Rabi       ,Gram,12204,12707
Dhaka,Faridpur,2003,Rabi       ,Horse-gram,3,1
Dhaka,Faridpur,2003,Rabi       ,Khesari,27857,17399
Dhaka,Faridpur,2003,Rabi       ,Linseed,7751,2490
Dhaka,Faridpur,2003,Rabi       ,Masoor,2143,837
Dhaka,Faridpur,2003,Rabi       ,Moong(Green Gram),317,59
Dhaka,Faridpur,2003,Rabi       ,Other  Rabi pulses,146,57
Dhaka,Faridpur,2003,Rabi       ,Peas & beans (Pulses),3752,1464
Dhaka,Faridpur,2003,Rabi       ,Rapeseed &Mustard,5583,2245
Dhaka,Faridpur,2003,Rabi       ,Safflower,196,49
Dhaka,Faridpur,2003,Rabi       ,Urad,490,135
Dhaka,Faridpur,2003,Rabi       ,Wheat,4247,4988
Dhaka,Faridpur,2003,Whole Year ,Banana,21,1150
Dhaka,Faridpur,2003,Whole Year ,Coriander,411,166
Dhaka,Faridpur,2003,Whole Year ,Dry chillies,204,152
Dhaka,Faridpur,2003,Whole Year ,Dry ginger,3,6
Dhaka,Faridpur,2003,Whole Year ,Garlic,16,37
Dhaka,Faridpur,2003,Whole Year ,Onion,74,492
Dhaka,Faridpur,2003,Whole Year ,Papaya,2,68
Dhaka,Faridpur,2003,Whole Year ,Potato,21,132
Dhaka,Faridpur,2003,Whole Year ,Sannhamp,6,2
Dhaka,Faridpur,2003,Whole Year ,Sugarcane,7,28
Dhaka,Faridpur,2003,Whole Year ,Sweet potato,42,186
Dhaka,Faridpur,2003,Whole Year ,Turmeric,3,6
Dhaka,Faridpur,2004,Kharif     ,Arhar/Tur,391,146
Dhaka,Faridpur,2004,Kharif     ,Castor seed,4,1
Dhaka,Faridpur,2004,Kharif     ,Groundnut,12,15
Dhaka,Faridpur,2004,Kharif     ,Horse-gram,336,113
Dhaka,Faridpur,2004,Kharif     ,Jowar,60,39
Dhaka,Faridpur,2004,Kharif     ,Maize,287,418
Dhaka,Faridpur,2004,Kharif     ,Mesta,43,107
Dhaka,Faridpur,2004,Kharif     ,Moong(Green Gram),79,19
Dhaka,Faridpur,2004,Kharif     ,Other Kharif pulses,181,60
Dhaka,Faridpur,2004,Kharif     ,Ragi,284,86
Dhaka,Faridpur,2004,Kharif     ,Rice,145537,201587
Dhaka,Faridpur,2004,Kharif     ,Sesamum,377,131
Dhaka,Faridpur,2004,Kharif     ,Small millets,107,99
Dhaka,Faridpur,2004,Kharif     ,Sunflower,97,42
Dhaka,Faridpur,2004,Kharif     ,Urad,614,231
Dhaka,Faridpur,2004,Rabi       ,Gram,12786,7401
Dhaka,Faridpur,2004,Rabi       ,Khesari,26678,11732
Dhaka,Faridpur,2004,Rabi       ,Linseed,7365,1701
Dhaka,Faridpur,2004,Rabi       ,Masoor,843,275
Dhaka,Faridpur,2004,Rabi       ,Moong(Green Gram),262,41
Dhaka,Faridpur,2004,Rabi       ,Other  Rabi pulses,40,48
Dhaka,Faridpur,2004,Rabi       ,Peas & beans (Pulses),1991,648
Dhaka,Faridpur,2004,Rabi       ,Rapeseed &Mustard,4664,1723
Dhaka,Faridpur,2004,Rabi       ,Safflower,307,65
Dhaka,Faridpur,2004,Rabi       ,Urad,674,154
Dhaka,Faridpur,2004,Rabi       ,Wheat,3437,3377
Dhaka,Faridpur,2004,Whole Year ,Banana,15,821
Dhaka,Faridpur,2004,Whole Year ,Coriander,301,122
Dhaka,Faridpur,2004,Whole Year ,Dry chillies,284,183
Dhaka,Faridpur,2004,Whole Year ,Dry ginger,4,6
Dhaka,Faridpur,2004,Whole Year ,Garlic,1,2
Dhaka,Faridpur,2004,Whole Year ,Onion,162,924
Dhaka,Faridpur,2004,Whole Year ,Potato,15,130
Dhaka,Faridpur,2004,Whole Year ,Sannhamp,12,4
Dhaka,Faridpur,2004,Whole Year ,Sugarcane,27,101
Dhaka,Faridpur,2004,Whole Year ,Sweet potato,54,240
Dhaka,Faridpur,2004,Whole Year ,Turmeric,5,10
Dhaka,Faridpur,2005,Kharif     ,Arhar/Tur,246,78
Dhaka,Faridpur,2005,Kharif     ,Castor seed,1,
Dhaka,Faridpur,2005,Kharif     ,Groundnut,17,18
Dhaka,Faridpur,2005,Kharif     ,Horse-gram,207,70
Dhaka,Faridpur,2005,Kharif     ,Jowar,48,43
Dhaka,Faridpur,2005,Kharif     ,Maize,291,307
Dhaka,Faridpur,2005,Kharif     ,Mesta,46,115
Dhaka,Faridpur,2005,Kharif     ,Moong(Green Gram),58,14
Dhaka,Faridpur,2005,Kharif     ,Other Kharif pulses,230,74
Dhaka,Faridpur,2005,Kharif     ,Rice,149772,272042
Dhaka,Faridpur,2005,Kharif     ,Sesamum,210,71
Dhaka,Faridpur,2005,Kharif     ,Small millets,345,85
Dhaka,Faridpur,2005,Kharif     ,Soyabean,42,55
Dhaka,Faridpur,2005,Kharif     ,Sunflower,106,46
Dhaka,Faridpur,2005,Kharif     ,Urad,503,189
Dhaka,Faridpur,2005,Rabi       ,Gram,13157,10579
Dhaka,Faridpur,2005,Rabi       ,Horse-gram,27,10
Dhaka,Faridpur,2005,Rabi       ,Khesari,23292,10957
Dhaka,Faridpur,2005,Rabi       ,Linseed,8056,2067
Dhaka,Faridpur,2005,Rabi       ,Masoor,1466,573
Dhaka,Faridpur,2005,Rabi       ,Moong(Green Gram),530,100
Dhaka,Faridpur,2005,Rabi       ,Other  Rabi pulses,149,53
Dhaka,Faridpur,2005,Rabi       ,Peas & beans (Pulses),2531,988
Dhaka,Faridpur,2005,Rabi       ,Rapeseed &Mustard,5119,1767
Dhaka,Faridpur,2005,Rabi       ,Safflower,396,100
Dhaka,Faridpur,2005,Rabi       ,Urad,1090,299
Dhaka,Faridpur,2005,Rabi       ,Wheat,2722,2536
Dhaka,Faridpur,2005,Whole Year ,Banana,23,1007
Dhaka,Faridpur,2005,Whole Year ,Coriander,323,130
Dhaka,Faridpur,2005,Whole Year ,Dry chillies,234,72
Dhaka,Faridpur,2005,Whole Year ,Dry ginger,7,9
Dhaka,Faridpur,2005,Whole Year ,Garlic,4,11
Dhaka,Faridpur,2005,Whole Year ,Onion,114,590
Dhaka,Faridpur,2005,Whole Year ,Potato,9,68
Dhaka,Faridpur,2005,Whole Year ,Sannhamp,12,4
Dhaka,Faridpur,2005,Whole Year ,Sugarcane,7,21
Dhaka,Faridpur,2005,Whole Year ,Sweet potato,46,245
Dhaka,Faridpur,2005,Whole Year ,Turmeric,2,4
Dhaka,Faridpur,2006,Kharif     ,Arhar/Tur,140,40
Dhaka,Faridpur,2006,Kharif     ,Castor seed,6,2
Dhaka,Faridpur,2006,Kharif     ,Groundnut,16,8
Dhaka,Faridpur,2006,Kharif     ,Horse-gram,287,98
Dhaka,Faridpur,2006,Kharif     ,Jowar,46,42
Dhaka,Faridpur,2006,Kharif     ,Maize,190,206
Dhaka,Faridpur,2006,Kharif     ,Mesta,41,102
Dhaka,Faridpur,2006,Kharif     ,Moong(Green Gram),66,13
Dhaka,Faridpur,2006,Kharif     ,Other Kharif pulses,150,45
Dhaka,Faridpur,2006,Kharif     ,Ragi,240,72
Dhaka,Faridpur,2006,Kharif     ,Rice,163589,328047
Dhaka,Faridpur,2006,Kharif     ,Sesamum,206,67
Dhaka,Faridpur,2006,Kharif     ,Small millets,81,12
Dhaka,Faridpur,2006,Kharif     ,Soyabean,44,64
Dhaka,Faridpur,2006,Kharif     ,Sunflower,43,19
Dhaka,Faridpur,2006,Kharif     ,Urad,570,215
Dhaka,Faridpur,2006,Rabi       ,Gram,6566,6400
Dhaka,Faridpur,2006,Rabi       ,Horse-gram,14,5
Dhaka,Faridpur,2006,Rabi       ,Khesari,18409,10236
Dhaka,Faridpur,2006,Rabi       ,Linseed,6557,1748
Dhaka,Faridpur,2006,Rabi       ,Masoor,701,274
Dhaka,Faridpur,2006,Rabi       ,Moong(Green Gram),490,92
Dhaka,Faridpur,2006,Rabi       ,Other  Rabi pulses,126,45
Dhaka,Faridpur,2006,Rabi       ,Peas & beans (Pulses),1539,601
Dhaka,Faridpur,2006,Rabi       ,Potato,8,38
Dhaka,Faridpur,2006,Rabi       ,Rapeseed &Mustard,5558,2271
Dhaka,Faridpur,2006,Rabi       ,Safflower,221,57
Dhaka,Faridpur,2006,Rabi       ,Urad,890,244
Dhaka,Faridpur,2006,Rabi       ,Wheat,1298,1306
Dhaka,Faridpur,2006,Whole Year ,Banana,36,1576
Dhaka,Faridpur,2006,Whole Year ,Coriander,331,134
Dhaka,Faridpur,2006,Whole Year ,Dry chillies,180,77
Dhaka,Faridpur,2006,Whole Year ,Dry ginger,3,4
Dhaka,Faridpur,2006,Whole Year ,Onion,111,478
Dhaka,Faridpur,2006,Whole Year ,Sannhamp,4,1
Dhaka,Faridpur,2006,Whole Year ,Sugarcane,12,36
Dhaka,Faridpur,2006,Whole Year ,Sweet potato,31,165
Dhaka,Faridpur,2006,Whole Year ,Turmeric,5,3
Dhaka,Faridpur,2007,Kharif     ,Arhar/Tur,81,28
Dhaka,Faridpur,2007,Kharif     ,Castor seed,11,3
Dhaka,Faridpur,2007,Kharif     ,Groundnut,7,8
Dhaka,Faridpur,2007,Kharif     ,Horse-gram,264,90
Dhaka,Faridpur,2007,Kharif     ,Jowar,43,44
Dhaka,Faridpur,2007,Kharif     ,Maize,191,240
Dhaka,Faridpur,2007,Kharif     ,Mesta,44,110
Dhaka,Faridpur,2007,Kharif     ,Moong(Green Gram),76,17
Dhaka,Faridpur,2007,Kharif     ,Other Kharif pulses,183,58
Dhaka,Faridpur,2007,Kharif     ,Potato,18,181
Dhaka,Faridpur,2007,Kharif     ,Ragi,242,74
Dhaka,Faridpur,2007,Kharif     ,Rice,175006,346087
Dhaka,Faridpur,2007,Kharif     ,Sesamum,125,42
Dhaka,Faridpur,2007,Kharif     ,Small millets,82,13
Dhaka,Faridpur,2007,Kharif     ,Sunflower,33,14
Dhaka,Faridpur,2007,Kharif     ,Urad,588,222
Dhaka,Faridpur,2007,Rabi       ,Gram,6136,5945
Dhaka,Faridpur,2007,Rabi       ,Horse-gram,9,3
Dhaka,Faridpur,2007,Rabi       ,Khesari,22196,27720
Dhaka,Faridpur,2007,Rabi       ,Linseed,3126,1019
Dhaka,Faridpur,2007,Rabi       ,Masoor,965,377
Dhaka,Faridpur,2007,Rabi       ,Moong(Green Gram),657,124
Dhaka,Faridpur,2007,Rabi       ,Other  Rabi pulses,135,48
Dhaka,Faridpur,2007,Rabi       ,Peas & beans (Pulses),1996,779
Dhaka,Faridpur,2007,Rabi       ,Potato,3,18
Dhaka,Faridpur,2007,Rabi       ,Rapeseed &Mustard,3248,1328
Dhaka,Faridpur,2007,Rabi       ,Safflower,112,29
Dhaka,Faridpur,2007,Rabi       ,Urad,976,268
Dhaka,Faridpur,2007,Rabi       ,Wheat,1242,1477
Dhaka,Faridpur,2007,Whole Year ,Banana,28,1226
Dhaka,Faridpur,2007,Whole Year ,Coriander,255,103
Dhaka,Faridpur,2007,Whole Year ,Dry chillies,250,199
Dhaka,Faridpur,2007,Whole Year ,Dry ginger,1,2
Dhaka,Faridpur,2007,Whole Year ,Garlic,1,3
Dhaka,Faridpur,2007,Whole Year ,Onion,149,631
Dhaka,Faridpur,2007,Whole Year ,Sannhamp,4,1
Dhaka,Faridpur,2007,Whole Year ,Sugarcane,18,54
Dhaka,Faridpur,2007,Whole Year ,Sweet potato,54,288
Dhaka,Faridpur,2007,Whole Year ,Turmeric,3,5
Dhaka,Faridpur,2008,Kharif     ,Arhar/Tur,56,22
Dhaka,Faridpur,2008,Kharif     ,Groundnut,8,9
Dhaka,Faridpur,2008,Kharif     ,Horse-gram,219,74
Dhaka,Faridpur,2008,Kharif     ,Jowar,45,68
Dhaka,Faridpur,2008,Kharif     ,Maize,206,236
Dhaka,Faridpur,2008,Kharif     ,Mesta,45,112
Dhaka,Faridpur,2008,Kharif     ,Moong(Green Gram),133,30
Dhaka,Faridpur,2008,Kharif     ,Other Kharif pulses,162,56
Dhaka,Faridpur,2008,Kharif     ,Potato,20,
Dhaka,Faridpur,2008,Kharif     ,Ragi,178,54
Dhaka,Faridpur,2008,Kharif     ,Rice,152432,268219
Dhaka,Faridpur,2008,Kharif     ,Sesamum,154,52
Dhaka,Faridpur,2008,Kharif     ,Small millets,88,11
Dhaka,Faridpur,2008,Kharif     ,Sunflower,10,4
Dhaka,Faridpur,2008,Kharif     ,Urad,525,197
Dhaka,Faridpur,2008,Rabi       ,Gram,9367,8744
Dhaka,Faridpur,2008,Rabi       ,Horse-gram,5,2
Dhaka,Faridpur,2008,Rabi       ,Khesari,27420,15074
Dhaka,Faridpur,2008,Rabi       ,Linseed,5446,1612
Dhaka,Faridpur,2008,Rabi       ,Masoor,1328,519
Dhaka,Faridpur,2008,Rabi       ,Moong(Green Gram),737,138
Dhaka,Faridpur,2008,Rabi       ,Other  Rabi pulses,137,48
Dhaka,Faridpur,2008,Rabi       ,Peas & beans (Pulses),2696,1053
Dhaka,Faridpur,2008,Rabi       ,Potato,12,72
Dhaka,Faridpur,2008,Rabi       ,Rapeseed &Mustard,3955,1545
Dhaka,Faridpur,2008,Rabi       ,Safflower,50,13
Dhaka,Faridpur,2008,Rabi       ,Urad,883,243
Dhaka,Faridpur,2008,Rabi       ,Wheat,1306,1447
Dhaka,Faridpur,2008,Whole Year ,Banana,14,613
Dhaka,Faridpur,2008,Whole Year ,Coriander,226,92
Dhaka,Faridpur,2008,Whole Year ,Dry chillies,251,157
Dhaka,Faridpur,2008,Whole Year ,Garlic,1,3
Dhaka,Faridpur,2008,Whole Year ,Onion,92,527
Dhaka,Faridpur,2008,Whole Year ,Sannhamp,3,1
Dhaka,Faridpur,2008,Whole Year ,Sugarcane,11,33
Dhaka,Faridpur,2008,Whole Year ,Sweet potato,41,218
Dhaka,Faridpur,2008,Whole Year ,Turmeric,5,10
Dhaka,Faridpur,2009,Kharif     ,Arhar/Tur,108,46
Dhaka,Faridpur,2009,Kharif     ,Castor seed,8,3
Dhaka,Faridpur,2009,Kharif     ,Groundnut,11,16
Dhaka,Faridpur,2009,Kharif     ,Horse-gram,219,74
Dhaka,Faridpur,2009,Kharif     ,Jowar,57,151
Dhaka,Faridpur,2009,Kharif     ,Maize,375,925
Dhaka,Faridpur,2009,Kharif     ,Mesta,48,120
Dhaka,Faridpur,2009,Kharif     ,Moong(Green Gram),104,26
Dhaka,Faridpur,2009,Kharif     ,Other Kharif pulses,160,56
Dhaka,Faridpur,2009,Kharif     ,Ragi,180,55
Dhaka,Faridpur,2009,Kharif     ,Rice,143904,260683
Dhaka,Faridpur,2009,Kharif     ,Sesamum,117,63
Dhaka,Faridpur,2009,Kharif     ,Small millets,75,9
Dhaka,Faridpur,2009,Kharif     ,Sunflower,23,14
Dhaka,Faridpur,2009,Kharif     ,Urad,288,110
Dhaka,Faridpur,2009,Rabi       ,Gram,12829,14100
Dhaka,Faridpur,2009,Rabi       ,Horse-gram,61,21
Dhaka,Faridpur,2009,Rabi       ,Khesari,24456,16185
Dhaka,Faridpur,2009,Rabi       ,Linseed,6007,2166
Dhaka,Faridpur,2009,Rabi       ,Masoor,1388,542
Dhaka,Faridpur,2009,Rabi       ,Moong(Green Gram),732,191
Dhaka,Faridpur,2009,Rabi       ,Other  Rabi pulses,121,39
Dhaka,Faridpur,2009,Rabi       ,Peas & beans (Pulses),1589,620
Dhaka,Faridpur,2009,Rabi       ,Rapeseed &Mustard,5282,2698
Dhaka,Faridpur,2009,Rabi       ,Safflower,70,19
Dhaka,Faridpur,2009,Rabi       ,Urad,943,259
Dhaka,Faridpur,2009,Rabi       ,Wheat,2785,3936
Dhaka,Faridpur,2009,Whole Year ,Banana,27,1889
Dhaka,Faridpur,2009,Whole Year ,Coriander,354,143
Dhaka,Faridpur,2009,Whole Year ,Dry chillies,285,243
Dhaka,Faridpur,2009,Whole Year ,Garlic,10,28
Dhaka,Faridpur,2009,Whole Year ,Onion,49,208
Dhaka,Faridpur,2009,Whole Year ,Potato,5,28
Dhaka,Faridpur,2009,Whole Year ,Sannhamp,1,
Dhaka,Faridpur,2009,Whole Year ,Sugarcane,7,38
Dhaka,Faridpur,2009,Whole Year ,Sweet potato,43,230
Dhaka,Faridpur,2009,Whole Year ,Turmeric,5,10
Dhaka,Faridpur,2010,Kharif     ,Arhar/Tur,63,20
Dhaka,Faridpur,2010,Kharif     ,Castor seed,3,1
Dhaka,Faridpur,2010,Kharif     ,Groundnut,26,35
Dhaka,Faridpur,2010,Kharif     ,Horse-gram,108,37
Dhaka,Faridpur,2010,Kharif     ,Jowar,20,32
Dhaka,Faridpur,2010,Kharif     ,Maize,259,653
Dhaka,Faridpur,2010,Kharif     ,Mesta,39,98
Dhaka,Faridpur,2010,Kharif     ,Moong(Green Gram),104,26
Dhaka,Faridpur,2010,Kharif     ,Niger seed,33,6
Dhaka,Faridpur,2010,Kharif     ,Other Kharif pulses,133,48
Dhaka,Faridpur,2010,Kharif     ,Ragi,58,17
Dhaka,Faridpur,2010,Kharif     ,Rice,168855,395133
Dhaka,Faridpur,2010,Kharif     ,Sesamum,98,38
Dhaka,Faridpur,2010,Kharif     ,Small millets,68,11
Dhaka,Faridpur,2010,Kharif     ,Sunflower,27,16
Dhaka,Faridpur,2010,Kharif     ,Urad,188,7
Dhaka,Faridpur,2010,Rabi       ,Gram,5531,6286
Dhaka,Faridpur,2010,Rabi       ,Horse-gram,56,19
Dhaka,Faridpur,2010,Rabi       ,Khesari,21007,13738
Dhaka,Faridpur,2010,Rabi       ,Linseed,2531,663
Dhaka,Faridpur,2010,Rabi       ,Masoor,435,169
Dhaka,Faridpur,2010,Rabi       ,Moong(Green Gram),314,82
Dhaka,Faridpur,2010,Rabi       ,Other  Rabi pulses,130,46
Dhaka,Faridpur,2010,Rabi       ,Peas & beans (Pulses),1090,425
Dhaka,Faridpur,2010,Rabi       ,Rapeseed &Mustard,2600,1086
Dhaka,Faridpur,2010,Rabi       ,Safflower,50,13
Dhaka,Faridpur,2010,Rabi       ,Urad,494,135
Dhaka,Faridpur,2010,Rabi       ,Wheat,1260,1708
Dhaka,Faridpur,2010,Whole Year ,Banana,14,645
Dhaka,Faridpur,2010,Whole Year ,Coriander,226,92
Dhaka,Faridpur,2010,Whole Year ,Dry chillies,262,140
Dhaka,Faridpur,2010,Whole Year ,Dry ginger,2,2
Dhaka,Faridpur,2010,Whole Year ,Garlic,1,3
Dhaka,Faridpur,2010,Whole Year ,Onion,53,303
Dhaka,Faridpur,2010,Whole Year ,Potato,6,39
Dhaka,Faridpur,2010,Whole Year ,Sannhamp,1,
Dhaka,Faridpur,2010,Whole Year ,Sugarcane,10,32
Dhaka,Faridpur,2010,Whole Year ,Sweet potato,45,241
Dhaka,Faridpur,2011,Kharif     ,Arhar/Tur,357,128
Dhaka,Faridpur,2011,Kharif     ,Castor seed,2,1
Dhaka,Faridpur,2011,Kharif     ,Groundnut,12,17
Dhaka,Faridpur,2011,Kharif     ,Horse-gram,65,22
Dhaka,Faridpur,2011,Kharif     ,Jowar,30,26
Dhaka,Faridpur,2011,Kharif     ,Maize,1073,2430
Dhaka,Faridpur,2011,Kharif     ,Mesta,140,348
Dhaka,Faridpur,2011,Kharif     ,Moong(Green Gram),84,21
Dhaka,Faridpur,2011,Kharif     ,Niger seed,12,2
Dhaka,Faridpur,2011,Kharif     ,Other Kharif pulses,154,55
Dhaka,Faridpur,2011,Kharif     ,Ragi,70,22
Dhaka,Faridpur,2011,Kharif     ,Rice,162439,405071
Dhaka,Faridpur,2011,Kharif     ,Sesamum,103,47
Dhaka,Faridpur,2011,Kharif     ,Small millets,56,7
Dhaka,Faridpur,2011,Kharif     ,Sunflower,15,10
Dhaka,Faridpur,2011,Kharif     ,Urad,232,89
Dhaka,Faridpur,2011,Rabi       ,Gram,11391,12677
Dhaka,Faridpur,2011,Rabi       ,Horse-gram,22,7
Dhaka,Faridpur,2011,Rabi       ,Khesari,19589,12590
Dhaka,Faridpur,2011,Rabi       ,Linseed,2555,1025
Dhaka,Faridpur,2011,Rabi       ,Masoor,519,202
Dhaka,Faridpur,2011,Rabi       ,Moong(Green Gram),325,85
